"ID	trksegID	lat	lon	ele	time	magvar	geoidheight	name	cmt	desc	src	sym	type	fix	sat	hdop	vdop	pdop	ageofdgpsdata	dgpsid	Temperature	Depth	wtemp	hr	cad				";;;;;;;;;;;
"546	1	-2.271.336.168.050.760	-47.628.470.035.269.800	5.399.176.025.390.620	2025-04-23T18:55:20Z																								";;;;;;;;;;;
"547	1	-22.713.444.828.987.100	-47.628.448.912.873.800	5.399.176.025.390.620	2025-04-23T18:55:25Z																								";;;;;;;;;;;
"548	1	-22.713.506.016.880.200	-47.628.506.077.453.400	5.399.176.025.390.620	2025-04-23T18:55:30Z																								";;;;;;;;;;;
"549	1	-22.713.500.065.729.000	-47.628.593.584.522.600	5.399.176.025.390.620	2025-04-23T18:55:35Z																								";;;;;;;;;;;
"550	1	-22.713.422.868.400.800	-47.628.638.343.885.500	5.394.368.896.484.370	2025-04-23T18:55:40Z																								";;;;;;;;;;;
"551	1	-22.713.342.066.854.200	-47.628.614.287.823.400	5.394.368.896.484.370	2025-04-23T18:55:45Z																								";;;;;;;;;;;
"552	1	-22.713.319.938.629.800	-47.628.527.702.763.600	538.956.298.828.125	2025-04-23T18:55:50Z																								";;;;;;;;;;;
"553	1	-22.713.371.822.610.400	-47.628.453.020.006.400	5.379.949.951.171.870	2025-04-23T18:55:55Z																								";;;;;;;;;;;
"554	1	-22.713.454.216.718.600	-47.628.447.571.769.300	5.384.757.080.078.120	2025-04-23T18:56:00Z																								";;;;;;;;;;;
"555	1	-22.713.506.519.794.400	-47.628.517.057.746.600	5.384.757.080.078.120	2025-04-23T18:56:05Z																								";;;;;;;;;;;
"556	1	-22.713.485.062.122.300	-4.762.860.213.406.380	538.956.298.828.125	2025-04-23T18:56:10Z																								";;;;;;;;;;;
"557	1	-22.713.406.188.413.500	-47.628.645.049.408.000	5.384.757.080.078.120	2025-04-23T18:56:15Z																								";;;;;;;;;;;
"558	1	-22.713.340.139.016.500	-47.628.600.709.140.300	538.956.298.828.125	2025-04-23T18:56:20Z																								";;;;;;;;;;;
"559	1	-22.713.332.176.208.400	-47.628.520.578.145.900	5.379.949.951.171.870	2025-04-23T18:56:25Z																								";;;;;;;;;;;
"560	1	-22.713.386.993.855.200	-47.628.452.936.187.300	5.375.142.822.265.620	2025-04-23T18:56:30Z																								";;;;;;;;;;;
"561	1	-227.134.701.423.347	-4.762.846.240.773.790	5.375.142.822.265.620	2025-04-23T18:56:35Z																								";;;;;;;;;;;
"562	1	-22.713.510.794.565.000	-47.628.530.552.610.700	5.384.757.080.078.120	2025-04-23T18:56:40Z																								";;;;;;;;;;;
"563	1	-22.713.473.243.638.800	-47.628.616.718.575.300	5.384.757.080.078.120	2025-04-23T18:56:45Z																								";;;;;;;;;;;
"564	1	-22.713.387.999.683.600	-47.628.637.673.333.200	5.384.757.080.078.120	2025-04-23T18:56:50Z																								";;;;;;;;;;;
"565	1	-22.713.329.745.456.500	-47.628.586.124.628.700	5.384.757.080.078.120	2025-04-23T18:56:55Z																								";;;;;;;;;;;
"566	1	-22.713.336.618.617.100	-47.628.498.617.559.600	538.956.298.828.125	2025-04-23T18:57:00Z																								";;;;;;;;;;;
"567	1	-22.713.408.954.441.500	-47.628.449.834.883.200	5.394.368.896.484.370	2025-04-23T18:57:05Z																								";;;;;;;;;;;
"568	1	-22.713.482.547.551.300	-47.628.479.339.182.300	5.394.368.896.484.370	2025-04-23T18:57:10Z																								";;;;;;;;;;;
"569	1	-22.713.511.129.841.200	-47.628.562.990.576.000	5.394.368.896.484.370	2025-04-23T18:57:15Z																								";;;;;;;;;;;
"570	1	-2.271.345.698.274.670	-47.628.642.199.561	5.394.368.896.484.370	2025-04-23T18:57:20Z																								";;;;;;;;;;;
"571	1	-22.713.370.230.048.800	-47.628.646.893.426.700	5.394.368.896.484.370	2025-04-23T18:57:25Z																								";;;;;;;;;;;
"572	1	-2.271.331.918.425.850	-47.628.576.066.344.900	5.394.368.896.484.370	2025-04-23T18:57:30Z																								";;;;;;;;;;;
"573	1	-22.713.340.055.197.400	-47.628.489.648.923.200	5.394.368.896.484.370	2025-04-23T18:57:35Z																								";;;;;;;;;;;
"574	1	-22.713.420.772.925.000	-47.628.452.349.454.100	5.399.176.025.390.620	2025-04-23T18:57:40Z																								";;;;;;;;;;;
"575	1	-22.713.492.605.835.100	-47.628.492.247.313.200	5.399.176.025.390.620	2025-04-23T18:57:45Z																								";;;;;;;;;;;
"576	1	-22.713.504.089.042.500	-47.628.578.245.639.800	5.399.176.025.390.620	2025-04-23T18:57:50Z																								";;;;;;;;;;;
"577	1	-22.713.444.661.349.000	-47.628.646.055.236.400	5.403.983.154.296.870	2025-04-23T18:57:55Z																								";;;;;;;;;;;
"578	1	-22.713.365.536.183.100	-47.628.633.985.295.800	5.403.983.154.296.870	2025-04-23T18:58:00Z																								";;;;;;;;;;;
"579	1	-22.713.325.638.324.000	-47.628.559.470.176.600	5.403.983.154.296.870	2025-04-23T18:58:05Z																								";;;;;;;;;;;
"580	1	-22.713.363.440.707.300	-47.628.472.298.383.700	5.399.176.025.390.620	2025-04-23T18:58:10Z																								";;;;;;;;;;;
"581	1	-22.713.443.823.158.700	-47.628.447.068.855.100	5.394.368.896.484.370	2025-04-23T18:58:15Z																								";;;;;;;;;;;
"582	1	-22.713.509.118.184.400	-47.628.495.851.531.600	5.394.368.896.484.370	2025-04-23T18:58:20Z																								";;;;;;;;;;;
"583	1	-22.713.507.609.441.800	-47.628.580.927.848.800	5.399.176.025.390.620	2025-04-23T18:58:25Z																								";;;;;;;;;;;
"584	1	-22.713.431.250.303.900	-47.628.641.529.008.700	5.403.983.154.296.870	2025-04-23T18:58:30Z																								";;;;;;;;;;;
"585	1	-22.713.352.041.319.000	-47.628.622.502.088.500	5.403.983.154.296.870	2025-04-23T18:58:35Z																								";;;;;;;;;;;
"586	1	-22.713.326.392.695.300	-47.628.536.252.304.900	54.087.890.625	2025-04-23T18:58:40Z																								";;;;;;;;;;;
"587	1	-22.713.373.666.629.100	-47.628.461.569.547.600	5.403.983.154.296.870	2025-04-23T18:58:45Z																								";;;;;;;;;;;
"588	1	-22.713.455.474.004.100	-47.628.450.589.254.400	5.403.983.154.296.870	2025-04-23T18:58:50Z																								";;;;;;;;;;;
"589	1	-22.713.505.094.870.900	-47.628.513.872.623.400	5.403.983.154.296.870	2025-04-23T18:58:55Z																								";;;;;;;;;;;
"590	1	-22.713.481.038.808.800	-47.628.604.145.720.600	54.087.890.625	2025-04-23T18:59:00Z																								";;;;;;;;;;;
"591	1	-22.713.401.326.909.600	-4.762.864.320.538.930	54.087.890.625	2025-04-23T18:59:05Z																								";;;;;;;;;;;
"592	1	-22.713.340.390.473.600	-47.628.594.674.170.000	54.087.890.625	2025-04-23T18:59:10Z																								";;;;;;;;;;;
"593	1	-22.713.327.817.618.800	-47.628.512.280.061.800	5.413.594.970.703.120	2025-04-23T18:59:15Z																								";;;;;;;;;;;
"594	1	-22.713.385.904.207.800	-4.762.845.260.091.120	5.418.402.099.609.370	2025-04-23T18:59:20Z																								";;;;;;;;;;;
"595	1	-22.713.468.633.592.100	-47.628.459.054.976.700	5.413.594.970.703.120	2025-04-23T18:59:25Z																								";;;;;;;;;;;
"596	1	-2.271.351.020.783.180	-47.628.526.194.021.100	5.423.209.228.515.620	2025-04-23T18:59:30Z																								";;;;;;;;;;;
"597	1	-22.713.478.356.599.800	-47.628.606.408.834.400	5.423.209.228.515.620	2025-04-23T18:59:35Z																								";;;;;;;;;;;
"598	1	-22.713.396.716.862.900	-4.762.863.339.856.260	5.418.402.099.609.370	2025-04-23T18:59:40Z																								";;;;;;;;;;;
"599	1	-22.713.331.338.018.100	-47.628.588.974.475.800	5.423.209.228.515.620	2025-04-23T18:59:45Z																								";;;;;;;;;;;
"600	1	-22.713.331.589.475.200	-47.628.502.724.692.200	5.418.402.099.609.370	2025-04-23T18:59:50Z																								";;;;;;;;;;;
"601	1	-22.713.402.584.195.100	-47.628.443.883.731.900	5.413.594.970.703.120	2025-04-23T18:59:55Z																								";;;;;;;;;;;
"602	1	-22.713.478.021.323.600	-47.628.466.347.232.400	5.418.402.099.609.370	2025-04-23T19:00:00Z																								";;;;;;;;;;;
"603	1	-22.713.506.100.699.300	-47.628.546.478.226.700	5.423.209.228.515.620	2025-04-23T19:00:05Z																								";;;;;;;;;;;
"604	1	-22.713.463.520.631.100	-47.628.624.010.831.100	5.418.402.099.609.370	2025-04-23T19:00:10Z																								";;;;;;;;;;;
"605	1	-22.713.380.539.789.700	-47.628.634.572.029.100	5.413.594.970.703.120	2025-04-23T19:00:15Z																								";;;;;;;;;;;
"606	1	-2.271.332.697.942.850	-47.628.572.545.945.600	5.413.594.970.703.120	2025-04-23T19:00:20Z																								";;;;;;;;;;;
"607	1	-22.713.347.263.634.200	-47.628.486.463.800.000	5.413.594.970.703.120	2025-04-23T19:00:25Z																								";;;;;;;;;;;
"608	1	-22.713.421.694.934.300	-47.628.445.392.474.500	54.087.890.625	2025-04-23T19:00:30Z																								";;;;;;;;;;;
"609	1	-22.713.497.132.062.900	-47.628.482.943.400.700	5.413.594.970.703.120	2025-04-23T19:00:35Z																								";;;;;;;;;;;
"610	1	-22.713.513.560.593.100	-47.628.564.834.594.700	5.413.594.970.703.120	2025-04-23T19:00:40Z																								";;;;;;;;;;;
"611	1	-22.713.451.450.690.600	-47.628.633.482.381.700	5.413.594.970.703.120	2025-04-23T19:00:45Z																								";;;;;;;;;;;
"612	1	-22.713.366.039.097.300	-47.628.630.883.991.700	54.087.890.625	2025-04-23T19:00:50Z																								";;;;;;;;;;;
"613	1	-22.713.327.230.885.600	-47.628.551.842.644.800	5.413.594.970.703.120	2025-04-23T19:00:55Z																								";;;;;;;;;;;
"614	1	-22.713.357.657.194.100	-4.762.846.676.632.760	5.418.402.099.609.370	2025-04-23T19:01:00Z																								";;;;;;;;;;;
"615	1	-2.271.343.401.633.200	-47.628.439.776.599.400	5.413.594.970.703.120	2025-04-23T19:01:05Z																								";;;;;;;;;;;
"616	1	-22.713.503.418.490.200	-47.628.492.163.494.200	5.413.594.970.703.120	2025-04-23T19:01:10Z																								";;;;;;;;;;;
"617	1	-22.713.506.855.070.500	-47.628.574.054.688.200	5.423.209.228.515.620	2025-04-23T19:01:15Z																								";;;;;;;;;;;
"618	1	-22.713.435.273.617.500	-47.628.637.757.152.300	5.418.402.099.609.370	2025-04-23T19:01:20Z																								";;;;;;;;;;;
"619	1	-22.713.355.561.718.300	-47.628.625.687.211.700	5.418.402.099.609.370	2025-04-23T19:01:25Z																								";;;;;;;;;;;
"620	1	-22.713.324.883.952.700	-476.285.385.992.378	5.413.594.970.703.120	2025-04-23T19:01:30Z																								";;;;;;;;;;;
"621	1	-22.713.370.397.686.900	-47.628.464.670.851.800	54.087.890.625	2025-04-23T19:01:35Z																								";;;;;;;;;;;
"622	1	-22.713.451.618.328.600	-47.628.455.199.301.200	5.413.594.970.703.120	2025-04-23T19:01:40Z																								";;;;;;;;;;;
"623	1	-22.713.514.482.602.400	-4.762.851.663.865.140	5.413.594.970.703.120	2025-04-23T19:01:45Z																								";;;;;;;;;;;
"624	1	-22.713.492.857.292.200	-47.628.601.295.873.500	5.413.594.970.703.120	2025-04-23T19:01:50Z																								";;;;;;;;;;;
"625	1	-22.713.416.330.516.300	-47.628.643.540.665.500	5.413.594.970.703.120	2025-04-23T19:01:55Z																								";;;;;;;;;;;
"626	1	-22.713.341.731.578.100	-47.628.608.755.767.300	54.087.890.625	2025-04-23T19:02:00Z																								";;;;;;;;;;;
"627	1	-22.713.324.381.038.500	-476.285.195.723.176	5.399.176.025.390.620	2025-04-23T19:02:05Z																								";;;;;;;;;;;
"628	1	-22.713.383.808.732.000	-47.628.448.745.235.800	5.399.176.025.390.620	2025-04-23T19:02:10Z																								";;;;;;;;;;;
"629	1	-22.713.466.789.573.400	-47.628.454.109.653.800	5.403.983.154.296.870	2025-04-23T19:02:15Z																								";;;;;;;;;;;
"630	1	-2.271.351.364.441.210	-47.628.519.404.679.500	54.087.890.625	2025-04-23T19:02:20Z																								";;;;;;;;;;;
"631	1	-22.713.484.894.484.200	-47.628.604.648.634.700	5.413.594.970.703.120	2025-04-23T19:02:25Z																								";;;;;;;;;;;
"632	1	-22.713.399.482.890.900	-47.628.636.751.323.900	54.087.890.625	2025-04-23T19:02:30Z																								";;;;;;;;;;;
"633	1	-22.713.331.757.113.300	-47.628.586.543.723.900	54.087.890.625	2025-04-23T19:02:35Z																								";;;;;;;;;;;
"634	1	-22.713.327.817.618.800	-47.628.501.215.949.600	5.403.983.154.296.870	2025-04-23T19:02:40Z																								";;;;;;;;;;;
"635	1	-22.713.394.369.930.000	-47.628.439.189.866.100	5.399.176.025.390.620	2025-04-23T19:02:45Z																								";;;;;;;;;;;
"636	1	-22.713.475.842.028.800	-4.762.846.190.482.370	5.403.983.154.296.870	2025-04-23T19:02:50Z																								";;;;;;;;;;;
"637	1	-22.713.506.603.613.400	-47.628.541.784.361.000	5.413.594.970.703.120	2025-04-23T19:02:55Z																								";;;;;;;;;;;
"638	1	-2.271.346.184.425.050	-47.628.630.213.439.400	5.413.594.970.703.120	2025-04-23T19:03:00Z																								";;;;;;;;;;;
"639	1	-22.713.375.929.743.000	-47.628.639.684.990.000	54.087.890.625	2025-04-23T19:03:05Z																								";;;;;;;;;;;
"640	1	-22.713.320.357.725.000	-47.628.581.933.677.100	54.087.890.625	2025-04-23T19:03:10Z																								";;;;;;;;;;;
"641	1	-22.713.333.768.770.000	-47.628.501.718.863.800	54.087.890.625	2025-04-23T19:03:15Z																								";;;;;;;;;;;
"642	1	-22.713.412.223.383.700	-47.628.449.499.607.000	538.956.298.828.125	2025-04-23T19:03:20Z																								";;;;;;;;;;;
"643	1	-22.713.485.648.855.500	-47.628.485.541.790.700	538.956.298.828.125	2025-04-23T19:03:25Z																								";;;;;;;;;;;
"644	1	-22.713.503.334.671.200	-47.628.563.242.033.100	5.399.176.025.390.620	2025-04-23T19:03:30Z																								";;;;;;;;;;;
"645	1	-2.271.344.818.174.830	-4.762.863.096.781.070	5.399.176.025.390.620	2025-04-23T19:03:35Z																								";;;;;;;;;;;
"646	1	-22.713.364.865.630.800	-47.628.623.340.278.800	5.403.983.154.296.870	2025-04-23T19:03:40Z																								";;;;;;;;;;;
"647	1	-22.713.317.004.963.700	-47.628.546.562.045.800	5.399.176.025.390.620	2025-04-23T19:03:45Z																								";;;;;;;;;;;
"648	1	-22.713.351.286.947.700	-47.628.464.167.937.600	5.399.176.025.390.620	2025-04-23T19:03:50Z																								";;;;;;;;;;;
"649	1	-22.713.434.267.789.100	-47.628.437.262.028.400	5.403.983.154.296.870	2025-04-23T19:03:55Z																								";;;;;;;;;;;
"650	1	-22.713.506.100.699.300	-47.628.483.278.676.800	5.403.983.154.296.870	2025-04-23T19:04:00Z																								";;;;;;;;;;;
"651	1	-22.713.509.704.917.600	-47.628.564.247.861.500	5.413.594.970.703.120	2025-04-23T19:04:05Z																								";;;;;;;;;;;
"652	1	-22.713.439.296.931.000	-47.628.628.872.334.900	5.413.594.970.703.120	2025-04-23T19:04:10Z																								";;;;;;;;;;;
"653	1	-22.713.358.998.298.600	-47.628.620.490.431.700	5.413.594.970.703.120	2025-04-23T19:04:15Z																								";;;;;;;;;;;
"654	1	-22.713.324.967.771.700	-47.628.539.018.332.900	5.413.594.970.703.120	2025-04-23T19:04:20Z																								";;;;;;;;;;;
"655	1	-22.713.369.391.858.500	-47.628.463.497.385.300	5.423.209.228.515.620	2025-04-23T19:04:25Z																								";;;;;;;;;;;
"656	1	-22.713.449.271.395.800	-47.628.450.421.616.400	542.801.513.671.875	2025-04-23T19:04:30Z																								";;;;;;;;;;;
"657	1	-22.713.504.089.042.500	-47.628.501.215.949.600	542.801.513.671.875	2025-04-23T19:04:35Z																								";;;;;;;;;;;
"658	1	-2.271.348.430.775.100	-47.628.593.416.884.500	5.437.628.173.828.120	2025-04-23T19:04:40Z																								";;;;;;;;;;;
"659	1	-22.713.409.205.898.600	-47.628.643.037.751.300	5.437.628.173.828.120	2025-04-23T19:04:45Z																								";;;;;;;;;;;
"660	1	-22.713.334.020.227.100	-476.286.162.994.802	5.437.628.173.828.120	2025-04-23T19:04:50Z																								";;;;;;;;;;;
"661	1	-22.713.318.429.887.200	-4.762.852.736.748.750	5.432.821.044.921.870	2025-04-23T19:04:55Z																								";;;;;;;;;;;
"662	1	-22.713.373.331.353.000	-4.762.845.360.673.960	542.801.513.671.875	2025-04-23T19:05:00Z																								";;;;;;;;;;;
"663	1	-22.713.453.881.442.500	-47.628.454.277.291.800	5.423.209.228.515.620	2025-04-23T19:05:05Z																								";;;;;;;;;;;
"664	1	-22.713.501.993.566.700	-47.628.520.745.784.000	542.801.513.671.875	2025-04-23T19:05:10Z																								";;;;;;;;;;;
"665	1	-22.713.481.709.361.000	-47.628.608.588.129.200	5.432.821.044.921.870	2025-04-23T19:05:15Z																								";;;;;;;;;;;
"666	1	-22.713.402.416.557.000	-47.628.648.318.350.300	5.432.821.044.921.870	2025-04-23T19:05:20Z																								";;;;;;;;;;;
"667	1	-22.713.334.858.417.500	-47.628.598.026.931.200	542.801.513.671.875	2025-04-23T19:05:25Z																								";;;;;;;;;;;
"668	1	-22.713.324.632.495.600	-47.628.505.155.444.100	5.423.209.228.515.620	2025-04-23T19:05:30Z																								";;;;;;;;;;;
"669	1	-22.713.390.765.711.600	-47.628.448.326.140.600	5.413.594.970.703.120	2025-04-23T19:05:35Z																								";;;;;;;;;;;
"670	1	-22.713.464.610.278.600	-47.628.462.659.195.000	5.418.402.099.609.370	2025-04-23T19:05:40Z																								";;;;;;;;;;;
"671	1	-22.713.502.831.757.000	-476.285.385.992.378	542.801.513.671.875	2025-04-23T19:05:45Z																								";;;;;;;;;;;
"672	1	-22.713.466.202.840.200	-47.628.620.071.336.600	5.423.209.228.515.620	2025-04-23T19:05:50Z																								";;;;;;;;;;;
"673	1	-22.713.383.221.998.800	-47.628.638.343.885.500	5.418.402.099.609.370	2025-04-23T19:05:55Z																								";;;;;;;;;;;
"674	1	-22.713.325.219.228.800	-47.628.580.424.934.600	5.418.402.099.609.370	2025-04-23T19:06:00Z																								";;;;;;;;;;;
"675	1	-22.713.335.361.331.700	-47.628.492.582.589.300	5.423.209.228.515.620	2025-04-23T19:06:05Z																								";;;;;;;;;;;
"676	1	-22.713.409.122.079.600	-4.762.844.379.991.290	5.423.209.228.515.620	2025-04-23T19:06:10Z																								";;;;;;;;;;;
"677	1	-22.713.483.721.017.800	-47.628.470.789.641.100	5.423.209.228.515.620	2025-04-23T19:06:15Z																								";;;;;;;;;;;
"678	1	-22.713.505.933.061.200	-4.762.855.670.414.860	542.801.513.671.875	2025-04-23T19:06:20Z																								";;;;;;;;;;;
"679	1	-22.713.456.647.470.500	-47.628.623.507.916.900	542.801.513.671.875	2025-04-23T19:06:25Z																								";;;;;;;;;;;
"680	1	-22.713.371.068.239.200	-4.762.863.390.147.680	542.801.513.671.875	2025-04-23T19:06:30Z																								";;;;;;;;;;;
"681	1	-22.713.318.513.706.300	-47.628.567.181.527.600	542.801.513.671.875	2025-04-23T19:06:35Z																								";;;;;;;;;;;
"682	1	-22.713.343.324.139.700	-47.628.478.081.896.900	542.801.513.671.875	2025-04-23T19:06:40Z																								";;;;;;;;;;;
"683	1	-22.713.423.455.134.000	-47.628.441.955.894.200	5.423.209.228.515.620	2025-04-23T19:06:45Z																								";;;;;;;;;;;
"684	1	-22.713.498.305.529.300	-47.628.486.128.523.900	5.423.209.228.515.620	2025-04-23T19:06:50Z																								";;;;;;;;;;;
"685	1	-22.713.506.100.699.300	-47.628.565.840.423.100	5.432.821.044.921.870	2025-04-23T19:06:55Z																								";;;;;;;;;;;
"686	1	-22.713.442.565.873.200	-47.628.630.548.715.500	542.801.513.671.875	2025-04-23T19:07:00Z																								";;;;;;;;;;;
