"ID	trksegID	lat	lon	ele	time	magvar	geoidheight	name	cmt	desc	src	sym	type	fix	sat	hdop	vdop	pdop	ageofdgpsdata	dgpsid	Temperature	Depth	wtemp	hr	cad				";;;;;;;;;;;
"693	1	-22.713.415.492.326.000	-47.628.647.396.340.900	542.801.513.671.875	2025-04-23T19:07:35Z																								";;;;;;;;;;;
"694	1	-22.713.345.000.520.300	-47.628.612.443.804.700	542.801.513.671.875	2025-04-23T19:07:40Z																								";;;;;;;;;;;
"695	1	-227.133.250.515.908	-47.628.525.858.744.900	5.423.209.228.515.620	2025-04-23T19:07:45Z																								";;;;;;;;;;;
"696	1	-22.713.375.594.466.900	-47.628.452.684.730.200	542.801.513.671.875	2025-04-23T19:07:50Z																								";;;;;;;;;;;
"697	1	-2.271.345.698.274.670	-47.628.447.823.226.400	5.423.209.228.515.620	2025-04-23T19:07:55Z																								";;;;;;;;;;;
"698	1	-22.713.505.765.423.100	-47.628.517.309.203.700	5.423.209.228.515.620	2025-04-23T19:08:00Z																								";;;;;;;;;;;
"699	1	-22.713.475.925.847.800	-47.628.615.293.651.800	5.423.209.228.515.620	2025-04-23T19:08:05Z																								";;;;;;;;;;;
"700	1	-22.713.398.896.157.700	-47.628.650.162.369.000	5.423.209.228.515.620	2025-04-23T19:08:10Z																								";;;;;;;;;;;
"701	1	-22.713.330.332.189.700	-47.628.604.229.539.600	5.423.209.228.515.620	2025-04-23T19:08:15Z																								";;;;;;;;;;;
"702	1	-22.713.320.022.448.800	-47.628.515.046.089.800	5.423.209.228.515.620	2025-04-23T19:08:20Z																								";;;;;;;;;;;
"703	1	-22.713.381.126.523.000	-47.628.454.696.387.000	5.423.209.228.515.620	2025-04-23T19:08:25Z																								";;;;;;;;;;;
"704	1	-2.271.346.234.716.470	-47.628.466.514.870.500	5.423.209.228.515.620	2025-04-23T19:08:30Z																								";;;;;;;;;;;
"705	1	-22.713.503.250.852.200	-47.628.535.917.028.700	5.423.209.228.515.620	2025-04-23T19:08:35Z																								";;;;;;;;;;;
"706	1	-2.271.346.184.425.050	-47.628.614.958.375.600	542.801.513.671.875	2025-04-23T19:08:40Z																								";;;;;;;;;;;
"707	1	-22.713.382.467.627.500	-47.628.638.679.161.600	542.801.513.671.875	2025-04-23T19:08:45Z																								";;;;;;;;;;;
"708	1	-22.713.322.872.295.900	-47.628.589.225.932.900	5.432.821.044.921.870	2025-04-23T19:08:50Z																								";;;;;;;;;;;
"709	1	-22.713.332.679.122.600	-47.628.498.366.102.500	5.437.628.173.828.120	2025-04-23T19:08:55Z																								";;;;;;;;;;;
"710	1	-22.713.402.500.376.100	-47.628.444.973.379.300	5.437.628.173.828.120	2025-04-23T19:09:00Z																								";;;;;;;;;;;
"711	1	-22.713.480.871.170.700	-47.628.474.393.859.500	5.432.821.044.921.870	2025-04-23T19:09:05Z																								";;;;;;;;;;;
"712	1	-22.713.503.083.214.100	-47.628.557.877.615.000	5.437.628.173.828.120	2025-04-23T19:09:10Z																								";;;;;;;;;;;
"713	1	-22.713.458.575.308.300	-4.762.863.440.439.100	5.437.628.173.828.120	2025-04-23T19:09:15Z																								";;;;;;;;;;;
"714	1	-22.713.375.678.285.900	-47.628.637.757.152.300	5.437.628.173.828.120	2025-04-23T19:09:20Z																								";;;;;;;;;;;
"715	1	-22.713.320.357.725.000	-47.628.574.473.783.300	5.437.628.173.828.120	2025-04-23T19:09:25Z																								";;;;;;;;;;;
"716	1	-2.271.333.921.700.710	-47.628.488.223.999.700	5.432.821.044.921.870	2025-04-23T19:09:30Z																								";;;;;;;;;;;
"717	1	-22.713.414.821.773.700	-47.628.443.464.636.800	5.432.821.044.921.870	2025-04-23T19:09:35Z																								";;;;;;;;;;;
"718	1	-22.713.492.102.921.000	-4.762.848.193.757.230	5.432.821.044.921.870	2025-04-23T19:09:40Z																								";;;;;;;;;;;
"719	1	-22.713.501.825.928.600	-47.628.566.008.061.100	5.437.628.173.828.120	2025-04-23T19:09:45Z																								";;;;;;;;;;;
"720	1	-22.713.441.643.863.900	-47.628.633.147.105.500	5.432.821.044.921.870	2025-04-23T19:09:50Z																								";;;;;;;;;;;
"721	1	-22.713.366.793.468.500	-47.628.619.400.784.300	5.432.821.044.921.870	2025-04-23T19:09:55Z																								";;;;;;;;;;;
"722	1	-22.713.327.733.799.800	-47.628.545.975.312.500	5.437.628.173.828.120	2025-04-23T19:10:00Z																								";;;;;;;;;;;
"723	1	-22.713.362.434.878.900	-47.628.466.095.775.300	54.424.365.234.375	2025-04-23T19:10:05Z																								";;;;;;;;;;;
"724	1	-22.713.442.649.692.200	-47.628.441.536.799.000	54.424.365.234.375	2025-04-23T19:10:10Z																								";;;;;;;;;;;
"725	1	-22.713.506.771.251.500	-47.628.497.695.550.300	54.424.365.234.375	2025-04-23T19:10:15Z																								";;;;;;;;;;;
"726	1	-22.713.498.137.891.200	-4.762.858.260.422.940	54.424.365.234.375	2025-04-23T19:10:20Z																								";;;;;;;;;;;
"727	1	-22.713.420.437.648.800	-47.628.640.187.904.200	5.437.628.173.828.120	2025-04-23T19:10:25Z																								";;;;;;;;;;;
"728	1	-22.713.344.749.063.200	-47.628.618.814.051.100	54.424.365.234.375	2025-04-23T19:10:30Z																								";;;;;;;;;;;
"729	1	-22.713.320.273.905.900	-47.628.534.659.743.300	54.424.365.234.375	2025-04-23T19:10:35Z																								";;;;;;;;;;;
"730	1	-22.713.366.206.735.300	-47.628.459.809.347.900	5.437.628.173.828.120	2025-04-23T19:10:40Z																								";;;;;;;;;;;
"731	1	-22.713.452.121.242.800	-4.762.845.360.673.960	5.437.628.173.828.120	2025-04-23T19:10:45Z																								";;;;;;;;;;;
"732	1	-22.713.501.574.471.500	-47.628.513.537.347.300	5.437.628.173.828.120	2025-04-23T19:10:50Z																								";;;;;;;;;;;
"733	1	-22.713.484.643.027.100	-47.628.599.451.854.800	54.424.365.234.375	2025-04-23T19:10:55Z																								";;;;;;;;;;;
"734	1	-22.713.405.936.956.400	-47.628.639.936.447.100	5.437.628.173.828.120	2025-04-23T19:11:00Z																								";;;;;;;;;;;
"735	1	-22.713.337.875.902.600	-47.628.605.822.101.200	54.424.365.234.375	2025-04-23T19:11:05Z																								";;;;;;;;;;;
"736	1	-22.713.327.314.704.600	-47.628.514.459.356.600	54.424.365.234.375	2025-04-23T19:11:10Z																								";;;;;;;;;;;
"737	1	-2.271.338.514.983.650	-4.762.845.067.307.350	54.424.365.234.375	2025-04-23T19:11:15Z																								";;;;;;;;;;;
"738	1	-2.271.346.771.158.270	-47.628.452.433.273.100	5.437.628.173.828.120	2025-04-23T19:11:20Z																								";;;;;;;;;;;
"739	1	-22.713.507.860.898.900	-4.762.852.443.382.140	54.424.365.234.375	2025-04-23T19:11:25Z																								";;;;;;;;;;;
"740	1	-22.713.469.387.963.400	-47.628.608.085.215.000	54.424.365.234.375	2025-04-23T19:11:30Z																								";;;;;;;;;;;
"741	1	-22.713.386.323.302.900	-47.628.629.291.430.100	5.437.628.173.828.120	2025-04-23T19:11:35Z																								";;;;;;;;;;;
"742	1	-22.713.323.794.305.300	-47.628.582.939.505.500	5.437.628.173.828.120	2025-04-23T19:11:40Z																								";;;;;;;;;;;
"743	1	-22.713.328.236.714.000	-47.628.494.845.703.200	5.432.821.044.921.870	2025-04-23T19:11:45Z																								";;;;;;;;;;;
"744	1	-22.713.400.572.538.300	-47.628.441.117.703.900	54.424.365.234.375	2025-04-23T19:11:50Z																								";;;;;;;;;;;
"745	1	-22.713.481.206.446.800	-47.628.463.581.204.400	54.424.365.234.375	2025-04-23T19:11:55Z																								";;;;;;;;;;;
"746	1	-2.271.350.777.707.990	-47.628.534.743.562.300	545.204.833.984.375	2025-04-23T19:12:00Z																								";;;;;;;;;;;
"747	1	-22.713.463.269.174.000	-47.628.612.946.718.900	545.204.833.984.375	2025-04-23T19:12:05Z																								";;;;;;;;;;;
"748	1	-22.713.379.533.961.400	-47.628.626.273.944.900	5.447.242.431.640.620	2025-04-23T19:12:10Z																								";;;;;;;;;;;
"749	1	-22.713.324.800.133.700	-47.628.563.409.671.100	5.447.242.431.640.620	2025-04-23T19:12:15Z																								";;;;;;;;;;;
"750	1	-22.713.339.971.378.400	-47.628.482.775.762.600	5.447.242.431.640.620	2025-04-23T19:12:20Z																								";;;;;;;;;;;
"751	1	-22.713.416.498.154.400	-47.628.442.123.532.200	5.447.242.431.640.620	2025-04-23T19:12:25Z																								";;;;;;;;;;;
"752	1	-22.713.487.325.236.200	-47.628.476.237.878.200	545.204.833.984.375	2025-04-23T19:12:30Z																								";;;;;;;;;;;
"753	1	-22.713.504.759.594.700	-47.628.565.756.604.000	5.447.242.431.640.620	2025-04-23T19:12:35Z																								";;;;;;;;;;;
"754	1	-22.713.444.158.434.800	-4.762.863.046.489.650	5.447.242.431.640.620	2025-04-23T19:12:40Z																								";;;;;;;;;;;
"755	1	-22.713.357.405.737.000	-47.628.632.728.010.400	54.424.365.234.375	2025-04-23T19:12:45Z																								";;;;;;;;;;;
"756	1	-22.713.313.652.202.400	-4.762.856.257.148.080	54.424.365.234.375	2025-04-23T19:12:50Z																								";;;;;;;;;;;
"757	1	-22.713.341.563.940.000	-47.628.476.489.335.200	5.437.628.173.828.120	2025-04-23T19:12:55Z																								";;;;;;;;;;;
"758	1	-22.713.425.885.885.900	-47.628.447.404.131.200	5.437.628.173.828.120	2025-04-23T19:13:00Z																								";;;;;;;;;;;
"759	1	-22.713.492.522.016.100	-47.628.495.767.712.500	5.437.628.173.828.120	2025-04-23T19:13:05Z																								";;;;;;;;;;;
"760	1	-22.713.489.253.073.900	-4.762.858.210.131.520	54.424.365.234.375	2025-04-23T19:13:10Z																								";;;;;;;;;;;
"761	1	-22.713.425.550.609.800	-47.628.637.254.238.100	54.424.365.234.375	2025-04-23T19:13:15Z																								";;;;;;;;;;;
"762	1	-22.713.345.922.529.600	-47.628.617.640.584.700	54.424.365.234.375	2025-04-23T19:13:20Z																								";;;;;;;;;;;
"763	1	-22.713.314.155.116.600	-47.628.537.509.590.300	54.424.365.234.375	2025-04-23T19:13:25Z																								";;;;;;;;;;;
"764	1	-22.713.360.255.584.100	-47.628.461.821.004.700	5.447.242.431.640.620	2025-04-23T19:13:30Z																								";;;;;;;;;;;
"765	1	-22.713.447.846.472.200	-47.628.442.207.351.300	54.424.365.234.375	2025-04-23T19:13:35Z																								";;;;;;;;;;;
"766	1	-22.713.506.100.699.300	-47.628.506.077.453.400	54.424.365.234.375	2025-04-23T19:13:40Z																								";;;;;;;;;;;
"767	1	-22.713.490.594.178.400	-47.628.591.489.046.800	5.447.242.431.640.620	2025-04-23T19:13:45Z																								";;;;;;;;;;;
"768	1	-22.713.418.593.630.100	-47.628.633.482.381.700	5.447.242.431.640.620	2025-04-23T19:13:50Z																								";;;;;;;;;;;
"769	1	-22.713.342.485.949.300	-47.628.595.931.455.400	54.424.365.234.375	2025-04-23T19:13:55Z																								";;;;;;;;;;;
"770	1	-22.713.325.889.781.100	-4.762.851.370.498.530	54.424.365.234.375	2025-04-23T19:14:00Z																								";;;;;;;;;;;
"771	1	-22.713.380.455.970.700	-47.628.450.589.254.400	5.447.242.431.640.620	2025-04-23T19:14:05Z																								";;;;;;;;;;;
"772	1	-22.713.463.436.812.100	-47.628.452.014.178.000	5.447.242.431.640.620	2025-04-23T19:14:10Z																								";;;;;;;;;;;
"773	1	-22.713.508.028.537.000	-47.628.513.788.804.400	545.204.833.984.375	2025-04-23T19:14:15Z																								";;;;;;;;;;;
"774	1	-22.713.478.691.875.900	-47.628.599.032.759.600	545.685.546.875	2025-04-23T19:14:20Z																								";;;;;;;;;;;
"775	1	-2.271.339.638.158.670	-47.628.631.051.629.700	545.204.833.984.375	2025-04-23T19:14:25Z																								";;;;;;;;;;;
"776	1	-22.713.333.601.132.000	-47.628.581.095.486.800	545.204.833.984.375	2025-04-23T19:14:30Z																								";;;;;;;;;;;
"777	1	-22.713.328.069.075.900	-47.628.491.325.303.900	5.447.242.431.640.620	2025-04-23T19:14:35Z																								";;;;;;;;;;;
"778	1	-22.713.398.141.786.400	-47.628.429.550.677.500	545.204.833.984.375	2025-04-23T19:14:40Z																								";;;;;;;;;;;
"779	1	-22.713.480.452.075.600	-47.628.452.097.997.000	545.204.833.984.375	2025-04-23T19:14:45Z																								";;;;;;;;;;;
"780	1	-22.713.514.482.602.400	-4.762.853.080.406.780	545.204.833.984.375	2025-04-23T19:14:50Z																								";;;;;;;;;;;
"781	1	-22.713.469.807.058.500	-47.628.612.695.261.800	54.424.365.234.375	2025-04-23T19:14:55Z																								";;;;;;;;;;;
"782	1	-22.713.381.629.437.200	-4.762.862.753.123.040	5.447.242.431.640.620	2025-04-23T19:15:00Z																								";;;;;;;;;;;
"783	1	-22.713.324.381.038.500	-47.628.568.690.270.100	545.204.833.984.375	2025-04-23T19:15:05Z																								";;;;;;;;;;;
"784	1	-22.713.342.066.854.200	-47.628.475.651.144.900	5.447.242.431.640.620	2025-04-23T19:15:10Z																								";;;;;;;;;;;
"785	1	-2.271.341.591.142.110	-47.628.429.550.677.500	5.447.242.431.640.620	2025-04-23T19:15:15Z																								";;;;;;;;;;;
"786	1	-22.713.489.253.073.900	-47.628.458.635.881.500	545.685.546.875	2025-04-23T19:15:20Z																								";;;;;;;;;;;
"787	1	-2.271.350.777.707.990	-47.628.543.041.646.400	546.166.259.765.625	2025-04-23T19:15:25Z																								";;;;;;;;;;;
"788	1	-22.713.456.396.013.400	-47.628.615.042.194.700	545.685.546.875	2025-04-23T19:15:30Z																								";;;;;;;;;;;
"789	1	-22.713.370.732.963.000	-47.628.612.946.718.900	5.447.242.431.640.620	2025-04-23T19:15:35Z																								";;;;;;;;;;;
"790	1	-22.713.324.716.314.600	-4.762.854.496.948.420	5.447.242.431.640.620	2025-04-23T19:15:40Z																								";;;;;;;;;;;
"791	1	-22.713.346.760.720.000	-47.628.462.743.014.000	54.424.365.234.375	2025-04-23T19:15:45Z																								";;;;;;;;;;;
"792	1	-22.713.427.729.904.600	-47.628.430.556.505.900	54.424.365.234.375	2025-04-23T19:15:50Z																								";;;;;;;;;;;
"793	1	-227.134.960.424.155	-47.628.484.033.048.100	5.447.242.431.640.620	2025-04-23T19:15:55Z																								";;;;;;;;;;;
"794	1	-22.713.495.371.863.200	-47.628.570.199.012.700	545.204.833.984.375	2025-04-23T19:16:00Z																								";;;;;;;;;;;
"795	1	-22.713.431.585.580.100	-47.628.626.693.040.100	545.204.833.984.375	2025-04-23T19:16:05Z																								";;;;;;;;;;;
"796	1	-227.133.509.516.716	-47.628.602.804.616.000	545.204.833.984.375	2025-04-23T19:16:10Z																								";;;;;;;;;;;
"797	1	-22.713.320.944.458.200	-47.628.521.667.793.300	545.685.546.875	2025-04-23T19:16:15Z																								";;;;;;;;;;;
"798	1	-22.713.360.674.679.200	-47.628.444.554.284.200	546.166.259.765.625	2025-04-23T19:16:20Z																								";;;;;;;;;;;
"799	1	-22.713.443.152.606.400	-4.762.842.963.449.650	546.166.259.765.625	2025-04-23T19:16:25Z																								";;;;;;;;;;;
"800	1	-22.713.502.077.385.700	-47.628.495.348.617.400	545.204.833.984.375	2025-04-23T19:16:30Z																								";;;;;;;;;;;
"801	1	-22.713.492.019.101.900	-47.628.585.118.800.400	545.204.833.984.375	2025-04-23T19:16:35Z																								";;;;;;;;;;;
"802	1	-22.713.414.654.135.700	-47.628.631.722.182.000	5.447.242.431.640.620	2025-04-23T19:16:40Z																								";;;;;;;;;;;
"803	1	-22.713.341.983.035.200	-47.628.603.558.987.300	545.204.833.984.375	2025-04-23T19:16:45Z																								";;;;;;;;;;;
"804	1	-22.713.319.268.077.600	-47.628.515.129.908.900	545.204.833.984.375	2025-04-23T19:16:50Z																								";;;;;;;;;;;
"805	1	-22.713.379.198.685.200	-47.628.445.224.836.400	545.685.546.875	2025-04-23T19:16:55Z																								";;;;;;;;;;;
"806	1	-22.713.463.017.717.000	-47.628.448.661.416.700	545.685.546.875	2025-04-23T19:17:00Z																								";;;;;;;;;;;
"807	1	-22.713.509.621.098.600	-47.628.516.387.194.300	545.685.546.875	2025-04-23T19:17:05Z																								";;;;;;;;;;;
"808	1	-2.271.348.481.066.520	-4.762.859.576.381.740	5.466.468.505.859.370	2025-04-23T19:17:10Z																								";;;;;;;;;;;
"809	1	-22.713.399.650.529.000	-47.628.626.776.859.100	546.166.259.765.625	2025-04-23T19:17:15Z																								";;;;;;;;;;;
"810	1	-22.713.328.069.075.900	-47.628.593.081.608.400	545.685.546.875	2025-04-23T19:17:20Z																								";;;;;;;;;;;
"811	1	-22.713.322.369.381.700	-47.628.504.484.891.800	5.466.468.505.859.370	2025-04-23T19:17:25Z																								";;;;;;;;;;;
"812	1	-22.713.386.407.122.000	-47.628.438.854.590.000	5.466.468.505.859.370	2025-04-23T19:17:30Z																								";;;;;;;;;;;
"813	1	-2.271.347.064.524.880	-47.628.459.557.890.800	545.685.546.875	2025-04-23T19:17:35Z																								";;;;;;;;;;;
"814	1	-22.713.507.609.441.800	-476.285.385.992.378	546.166.259.765.625	2025-04-23T19:17:40Z																								";;;;;;;;;;;
"815	1	-2.271.346.477.791.660	-4.762.861.680.239.430	546.166.259.765.625	2025-04-23T19:17:45Z																								";;;;;;;;;;;
"816	1	-2.271.338.221.617.040	-47.628.629.961.982.300	545.204.833.984.375	2025-04-23T19:17:50Z																								";;;;;;;;;;;
"817	1	-22.713.320.190.086.900	-47.628.578.161.820.700	545.685.546.875	2025-04-23T19:17:55Z																								";;;;;;;;;;;
"818	1	-22.713.328.907.266.200	-47.628.487.637.266.500	546.166.259.765.625	2025-04-23T19:18:00Z																								";;;;;;;;;;;
"819	1	-22.713.402.416.557.000	-47.628.432.400.524.600	545.685.546.875	2025-04-23T19:18:05Z																								";;;;;;;;;;;
"820	1	-22.713.483.469.560.700	-47.628.463.329.747.300	545.685.546.875	2025-04-23T19:18:10Z																								";;;;;;;;;;;
"821	1	-22.713.508.950.546.300	-47.628.546.813.502.900	545.685.546.875	2025-04-23T19:18:15Z																								";;;;;;;;;;;
"822	1	-22.713.456.228.375.400	-47.628.612.276.166.600	546.166.259.765.625	2025-04-23T19:18:20Z																								";;;;;;;;;;;
"823	1	-22.713.367.966.935.000	-47.628.611.940.890.500	545.204.833.984.375	2025-04-23T19:18:25Z																								";;;;;;;;;;;
"824	1	-22.713.315.999.135.300	-47.628.551.758.825.700	545.685.546.875	2025-04-23T19:18:30Z																								";;;;;;;;;;;
"825	1	-22.713.340.139.016.500	-47.628.472.801.297.900	545.204.833.984.375	2025-04-23T19:18:35Z																								";;;;;;;;;;;
"826	1	-22.713.420.772.925.000	-47.628.438.100.218.700	545.685.546.875	2025-04-23T19:18:40Z																								";;;;;;;;;;;
"827	1	-2.271.348.724.141.710	-47.628.482.021.391.300	545.685.546.875	2025-04-23T19:18:45Z																								";;;;;;;;;;;
"828	1	-22.713.493.024.930.300	-47.628.565.588.966.000	546.166.259.765.625	2025-04-23T19:18:50Z																								";;;;;;;;;;;
"829	1	-22.713.429.657.742.300	-47.628.625.938.668.800	545.685.546.875	2025-04-23T19:18:55Z																								";;;;;;;;;;;
"830	1	-22.713.351.203.128.600	-47.628.614.706.918.500	545.685.546.875	2025-04-23T19:19:00Z																								";;;;;;;;;;;
"831	1	-22.713.317.340.239.800	-47.628.531.977.534.200	545.685.546.875	2025-04-23T19:19:05Z																								";;;;;;;;;;;
"832	1	-22.713.357.321.918.000	-47.628.448.577.597.700	545.685.546.875	2025-04-23T19:19:10Z																								";;;;;;;;;;;
"833	1	-22.713.444.158.434.800	-47.628.428.461.030.100	545.204.833.984.375	2025-04-23T19:19:15Z																								";;;;;;;;;;;
"834	1	-22.713.502.245.023.800	-47.628.488.056.361.600	545.204.833.984.375	2025-04-23T19:19:20Z																								";;;;;;;;;;;
"835	1	-22.713.494.785.130.000	-47.628.578.329.458.800	545.685.546.875	2025-04-23T19:19:25Z																								";;;;;;;;;;;
"836	1	-22.713.417.084.887.600	-4.762.863.096.781.070	545.685.546.875	2025-04-23T19:19:30Z																								";;;;;;;;;;;
"837	1	-22.713.343.072.682.600	-47.628.601.798.787.700	545.685.546.875	2025-04-23T19:19:35Z																								";;;;;;;;;;;
"838	1	-22.713.322.034.105.600	-47.628.511.860.966.600	545.685.546.875	2025-04-23T19:19:40Z																								";;;;;;;;;;;
"839	1	-2.271.337.391.808.620	-47.628.433.825.448.100	545.204.833.984.375	2025-04-23T19:19:45Z																								";;;;;;;;;;;
"840	1	-22.713.458.240.032.100	-47.628.436.591.476.200	545.685.546.875	2025-04-23T19:19:50Z																								";;;;;;;;;;;
"841	1	-22.713.509.704.917.600	-47.628.503.730.520.600	545.685.546.875	2025-04-23T19:19:55Z																								";;;;;;;;;;;
"842	1	-2.271.348.875.015.970	-47.628.592.578.694.200	545.685.546.875	2025-04-23T19:20:00Z																								";;;;;;;;;;;
"843	1	-22.713.405.853.137.300	-47.628.621.747.717.200	545.685.546.875	2025-04-23T19:20:05Z																								";;;;;;;;;;;
"844	1	-22.713.336.618.617.100	-47.628.588.890.656.800	545.685.546.875	2025-04-23T19:20:10Z																								";;;;;;;;;;;
"845	1	-22.713.323.123.753.000	-47.628.504.149.615.700	546.166.259.765.625	2025-04-23T19:20:15Z																								";;;;;;;;;;;
"846	1	-22.713.387.915.864.500	-47.628.434.496.000.400	545.685.546.875	2025-04-23T19:20:20Z																								";;;;;;;;;;;
"847	1	-22.713.468.130.677.900	-47.628.447.487.950.300	545.685.546.875	2025-04-23T19:20:25Z																								";;;;;;;;;;;
"848	1	-22.713.507.609.441.800	-47.628.521.835.431.400	546.166.259.765.625	2025-04-23T19:20:30Z																								";;;;;;;;;;;
"849	1	-22.713.468.046.858.900	-47.628.610.515.967.000	546.166.259.765.625	2025-04-23T19:20:35Z																								";;;;;;;;;;;
"850	1	-22.713.392.274.454.200	-47.628.627.447.411.400	546.166.259.765.625	2025-04-23T19:20:40Z																								";;;;;;;;;;;
"851	1	-22.713.328.571.990.100	-47.628.582.185.134.200	5.466.468.505.859.370	2025-04-23T19:20:45Z																								";;;;;;;;;;;
"852	1	-22.713.335.445.150.700	-47.628.493.001.684.500	54.712.744.140.625	2025-04-23T19:20:50Z																								";;;;;;;;;;;
"853	1	-22.713.404.260.575.700	-47.628.436.675.295.200	54.712.744.140.625	2025-04-23T19:20:55Z																								";;;;;;;;;;;
"854	1	-22.713.476.177.304.900	-4.762.846.240.773.790	547.608.154.296.875	2025-04-23T19:21:00Z																								";;;;;;;;;;;
"855	1	-22.713.499.562.814.800	-47.628.542.706.370.300	547.608.154.296.875	2025-04-23T19:21:05Z																								";;;;;;;;;;;
"856	1	-22.713.446.505.367.700	-47.628.618.646.413.000	54.712.744.140.625	2025-04-23T19:21:10Z																								";;;;;;;;;;;
"857	1	-22.713.370.230.048.800	-47.628.619.903.698.500	5.466.468.505.859.370	2025-04-23T19:21:15Z																								";;;;;;;;;;;
"858	1	-22.713.319.687.172.700	-47.628.550.166.264.100	54.712.744.140.625	2025-04-23T19:21:20Z																								";;;;;;;;;;;
"859	1	-22.713.342.569.768.400	-47.628.469.197.079.500	5.480.888.671.875	2025-04-23T19:21:25Z																								";;;;;;;;;;;
"860	1	-22.713.417.252.525.600	-47.628.430.221.229.700	547.608.154.296.875	2025-04-23T19:21:30Z																								";;;;;;;;;;;
"861	1	-2.271.348.187.699.910	-47.628.470.873.460.100	5.480.888.671.875	2025-04-23T19:21:35Z																								";;;;;;;;;;;
"862	1	-22.713.496.293.872.500	-47.628.558.045.253.100	5.480.888.671.875	2025-04-23T19:21:40Z																								";;;;;;;;;;;
"863	1	-22.713.436.027.988.700	-47.628.620.406.612.700	547.608.154.296.875	2025-04-23T19:21:45Z																								";;;;;;;;;;;
"864	1	-22.713.355.226.442.200	-47.628.614.120.185.300	54.712.744.140.625	2025-04-23T19:21:50Z																								";;;;;;;;;;;
"865	1	-22.713.316.334.411.500	-4.762.853.910.215.190	54.712.744.140.625	2025-04-23T19:21:55Z																								";;;;;;;;;;;
"866	1	-22.713.348.353.281.600	-47.628.455.869.853.400	54.712.744.140.625	2025-04-23T19:22:00Z																								";;;;;;;;;;;
"867	1	-22.713.427.897.542.700	-47.628.430.472.686.800	54.712.744.140.625	2025-04-23T19:22:05Z																								";;;;;;;;;;;
"868	1	-22.713.488.833.978.700	-476.284.867.990.762	5.466.468.505.859.370	2025-04-23T19:22:10Z																								";;;;;;;;;;;
"869	1	-22.713.484.894.484.200	-47.628.573.970.869.100	54.712.744.140.625	2025-04-23T19:22:15Z																								";;;;;;;;;;;
"870	1	-22.713.417.168.706.600	-47.628.621.999.174.300	5.466.468.505.859.370	2025-04-23T19:22:20Z																								";;;;;;;;;;;
"871	1	-22.713.344.413.787.100	-47.628.595.009.446.100	5.466.468.505.859.370	2025-04-23T19:22:25Z																								";;;;;;;;;;;
"872	1	-22.713.316.837.325.600	-47.628.516.722.470.500	54.712.744.140.625	2025-04-23T19:22:30Z																								";;;;;;;;;;;
"873	1	-22.713.364.949.449.800	-47.628.441.536.799.000	54.712.744.140.625	2025-04-23T19:22:35Z																								";;;;;;;;;;;
"874	1	-22.713.448.265.567.400	-47.628.425.359.725.900	54.712.744.140.625	2025-04-23T19:22:40Z																								";;;;;;;;;;;
"875	1	-22.713.505.933.061.200	-4.762.849.417.515.090	5.466.468.505.859.370	2025-04-23T19:22:45Z																								";;;;;;;;;;;
"876	1	-22.713.486.738.502.900	-47.628.589.142.113.900	5.466.468.505.859.370	2025-04-23T19:22:50Z																								";;;;;;;;;;;
"877	1	-22.713.405.517.861.200	-47.628.622.502.088.500	546.166.259.765.625	2025-04-23T19:22:55Z																								";;;;;;;;;;;
"878	1	-22.713.340.809.568.700	-47.628.585.370.257.400	546.166.259.765.625	2025-04-23T19:23:00Z																								";;;;;;;;;;;
"879	1	-22.713.327.147.066.500	-47.628.506.748.005.700	5.466.468.505.859.370	2025-04-23T19:23:05Z																								";;;;;;;;;;;
"880	1	-22.713.389.424.607.100	-47.628.433.322.533.900	5.466.468.505.859.370	2025-04-23T19:23:10Z																								";;;;;;;;;;;
"881	1	-22.713.470.058.515.600	-4.762.844.824.232.160	546.166.259.765.625	2025-04-23T19:23:15Z																								";;;;;;;;;;;
"882	1	-22.713.513.895.869.200	-47.628.520.913.422.100	546.166.259.765.625	2025-04-23T19:23:20Z																								";;;;;;;;;;;
"883	1	-22.713.473.578.915	-47.628.602.050.244.800	54.712.744.140.625	2025-04-23T19:23:25Z																								";;;;;;;;;;;
"884	1	-22.713.392.442.092.200	-47.628.619.065.508.200	5.466.468.505.859.370	2025-04-23T19:23:30Z																								";;;;;;;;;;;
"885	1	-22.713.331.002.742.000	-47.628.565.337.508.900	5.466.468.505.859.370	2025-04-23T19:23:35Z																								";;;;;;;;;;;
"886	1	-22.713.325.722.143.000	-47.628.486.296.162.000	547.608.154.296.875	2025-04-23T19:23:40Z																								";;;;;;;;;;;
"887	1	-2.271.339.101.716.870	-47.628.428.712.487.200	54.712.744.140.625	2025-04-23T19:23:45Z																								";;;;;;;;;;;
"888	1	-22.713.469.304.144.300	-47.628.455.786.034.400	5.466.468.505.859.370	2025-04-23T19:23:50Z																								";;;;;;;;;;;
"889	1	-2.271.349.704.824.380	-47.628.538.431.599.700	547.608.154.296.875	2025-04-23T19:23:55Z																								";;;;;;;;;;;
"890	1	-22.713.452.875.614.100	-47.628.610.683.605.000	547.608.154.296.875	2025-04-23T19:24:00Z																								";;;;;;;;;;;
"891	1	-22.713.370.062.410.800	-47.628.615.126.013.700	54.712.744.140.625	2025-04-23T19:24:05Z																								";;;;;;;;;;;
"892	1	-22.713.313.568.383.400	-47.628.554.105.758.600	54.712.744.140.625	2025-04-23T19:24:10Z																								";;;;;;;;;;;
