wptID;StreetAddress1;StreetAddress2;City;State;Country;PostalCode;;;;;;;;;;;;;;;;;;;;;;;
;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
PhoneNumber;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
wptID;Category;value;;;;;;;;;;;;;;;;;;;;;;;;;;;
64;1;-22.713.410.882.279.200;-47.628.669.776.022.400;54.087.890.625;2025-04-25T13:51:15Z;;;;;;;;;;;;;;;;;;;;;;;;
65;1;-22.713.277.274.742.700;-47.628.601.463.511.500;54.087.890.625;2025-04-25T13:51:20Z;;;;;;;;;;;;;;;;;;;;;;;;
66;1;-22.713.375.091.552.700;-47.628.478.920.087.200;5.403.983.154.296.870;2025-04-25T13:51:25Z;;;;;;;;;;;;;;;;;;;;;;;;
67;1;-2.271.345.597.691.830;-47.628.618.059.679.800;5.403.983.154.296.870;2025-04-25T13:51:30Z;;;;;;;;;;;;;;;;;;;;;;;;
68;1;-22.713.310.550.898.300;-47.628.663.321.956.900;5.394.368.896.484.370;2025-04-25T13:51:35Z;;;;;;;;;;;;;;;;;;;;;;;;
69;1;-22.713.306.443.765.700;-47.628.499.120.473.800;5.399.176.025.390.620;2025-04-25T13:51:40Z;;;;;;;;;;;;;;;;;;;;;;;;
70;1;-22.713.450.947.776.400;-47.628.541.281.446.800;5.399.176.025.390.620;2025-04-25T13:51:45Z;;;;;;;;;;;;;;;;;;;;;;;;
71;1;-22.713.383.892.551.000;-47.628.683.857.619.700;5.399.176.025.390.620;2025-04-25T13:51:50Z;;;;;;;;;;;;;;;;;;;;;;;;
72;1;-22.713.271.910.324.600;-47.628.557.626.157.900;5.399.176.025.390.620;2025-04-25T13:51:55Z;;;;;;;;;;;;;;;;;;;;;;;;
73;1;-22.713.406.356.051.500;-47.628.488.894.551.900;5.394.368.896.484.370;2025-04-25T13:52:00Z;;;;;;;;;;;;;;;;;;;;;;;;
