ID;trksegID;lat;lon;ele;time
500;1;-2.271.337.877.959.010;-47.628.655.862.063.100;54.424.365.234.375;2025-04-25T14:27:35Z
501;1;-22.713.308.623.060.500;-47.628.517.309.203.700;5.447.242.431.640.620;2025-04-25T14:27:40Z
502;1;-22.713.460.000.231.800;-4.762.848.537.415.260;54.424.365.234.375;2025-04-25T14:27:45Z
503;1;-22.713.459.162.041.500;-47.628.646.893.426.700;5.437.628.173.828.120;2025-04-25T14:27:50Z
504;1;-22.713.310.802.355.400;-47.628.597.607.836.100;54.424.365.234.375;2025-04-25T14:27:55Z
505;1;-22.713.396.046.310.600;-4.762.846.190.482.370;5.437.628.173.828.120;2025-04-25T14:28:00Z
506;1;-22.713.486.319.407.800;-47.628.586.292.266.800;54.424.365.234.375;2025-04-25T14:28:05Z
507;1;-22.713.345.419.615.500;-47.628.648.402.169.300;54.424.365.234.375;2025-04-25T14:28:10Z
508;1;-22.713.327.733.799.800;-4.762.848.780.490.450;54.424.365.234.375;2025-04-25T14:28:15Z
509;1;-22.713.473.495.095.900;-4.762.850.976.549.080;54.424.365.234.375;2025-04-25T14:28:20Z
510;1;-22.713.420.940.563.000;-47.628.659.382.462.500;5.437.628.173.828.120;2025-04-25T14:28:25Z
511;1;-22.713.299.654.424.100;-47.628.556.955.605.700;5.437.628.173.828.120;2025-04-25T14:28:30Z
512;1;-22.713.420.940.563.000;-476.284.643.355.757;5.437.628.173.828.120;2025-04-25T14:28:35Z
513;1;-22.713.477.602.228.500;-47.628.615.461.289.800;54.424.365.234.375;2025-04-25T14:28:40Z
514;1;-227.133.250.515.908;-47.628.624.346.107.200;5.437.628.173.828.120;2025-04-25T14:28:45Z
515;1;-22.713.355.980.813.500;-47.628.465.257.585.000;54.424.365.234.375;2025-04-25T14:28:50Z
516;1;-22.713.487.492.874.200;-47.628.542.874.008.400;54.424.365.234.375;2025-04-25T14:28:55Z
517;1;-22.713.386.826.217.100;-47.628.655.191.510.900;54.424.365.234.375;2025-04-25T14:29:00Z
518;1;-22.713.306.779.041.800;-47.628.518.063.575.000;5.447.242.431.640.620;2025-04-25T14:29:05Z
519;1;-22.713.453.127.071.200;-47.628.478.249.534.900;54.424.365.234.375;2025-04-25T14:29:10Z
520;1;-22.713.448.265.567.400;-47.628.640.355.542.300;5.447.242.431.640.620;2025-04-25T14:29:15Z
521;1;-22.713.302.252.814.100;-47.628.591.572.865.800;5.447.242.431.640.620;2025-04-25T14:29:20Z
522;1;-22.713.374.169.543.300;-47.628.461.150.452.400;5.447.242.431.640.620;2025-04-25T14:29:25Z
523;1;-22.713.477.434.590.400;-47.628.580.005.839.400;54.424.365.234.375;2025-04-25T14:29:30Z
524;1;-2.271.335.338.242.350;-47.628.642.786.294.200;54.424.365.234.375;2025-04-25T14:29:35Z
525;1;-22.713.324.213.400.400;-47.628.481.769.934.200;5.447.242.431.640.620;2025-04-25T14:29:40Z
526;1;-22.713.476.177.304.900;-47.628.503.981.977.700;54.424.365.234.375;2025-04-25T14:29:45Z
527;1;-22.713.425.969.704.900;-47.628.649.994.730.900;54.424.365.234.375;2025-04-25T14:29:50Z
528;1;-2.271.330.208.517.610;-47.628.554.608.672.800;54.424.365.234.375;2025-04-25T14:29:55Z
529;1;-2.271.342.278.458.170;-47.628.456.959.500.900;54.424.365.234.375;2025-04-25T14:30:00Z
530;1;-22.713.480.284.437.500;-47.628.608.755.767.300;5.437.628.173.828.120;2025-04-25T14:30:05Z
531;1;-22.713.331.505.656.200;-4.762.862.510.047.850;5.437.628.173.828.120;2025-04-25T14:30:10Z
532;1;-22.713.352.628.052.200;-47.628.468.442.708.200;5.437.628.173.828.120;2025-04-25T14:30:15Z
533;1;-2.271.348.581.649.360;-47.628.532.312.810.400;5.437.628.173.828.120;2025-04-25T14:30:20Z
534;1;-22.713.386.239.483.900;-4.762.865.636.497.730;5.432.821.044.921.870;2025-04-25T14:30:25Z
535;1;-22.713.308.203.965.400;-47.628.515.297.546.900;5.432.821.044.921.870;2025-04-25T14:30:30Z
536;1;-22.713.449.103.757.700;-47.628.467.939.794.000;5.432.821.044.921.870;2025-04-25T14:30:35Z
537;1;-22.713.463.352.993.100;-47.628.629.626.706.200;5.432.821.044.921.870;2025-04-25T14:30:40Z
538;1;-2.271.331.574.767.820;-47.628.582.771.867.500;5.432.821.044.921.870;2025-04-25T14:30:45Z
539;1;-22.713.391.100.987.700;-47.628.449.751.064.100;5.437.628.173.828.120;2025-04-25T14:30:50Z
540;1;-22.713.497.802.615.100;-47.628.570.785.745.900;5.437.628.173.828.120;2025-04-25T14:30:55Z
541;1;-22.713.366.039.097.300;-4.762.863.976.880.900;5.437.628.173.828.120;2025-04-25T14:31:00Z
542;1;-22.713.328.069.075.900;-47.628.480.261.191.700;54.424.365.234.375;2025-04-25T14:31:05Z
543;1;-22.713.471.399.620.100;-47.628.492.750.227.400;54.424.365.234.375;2025-04-25T14:31:10Z
544;1;-22.713.420.605.286.900;-47.628.649.827.092.800;54.424.365.234.375;2025-04-25T14:31:15Z
545;1;-22.713.303.510.099.600;-47.628.553.854.301.500;54.424.365.234.375;2025-04-25T14:31:20Z
546;1;-22.713.419.599.458.500;-4.762.845.603.749.150;54.424.365.234.375;2025-04-25T14:31:25Z
547;1;-2.271.348.288.282.750;-47.628.605.654.463.100;5.437.628.173.828.120;2025-04-25T14:31:30Z
548;1;-22.713.334.439.322.300;-47.628.616.215.661.100;5.432.821.044.921.870;2025-04-25T14:31:35Z
549;1;-2.271.335.044.875.740;-47.628.456.288.948.600;5.437.628.173.828.120;2025-04-25T14:31:40Z
550;1;-22.713.485.145.941.300;-47.628.525.020.554.600;5.437.628.173.828.120;2025-04-25T14:31:45Z
551;1;-22.713.396.130.129.600;-47.628.648.485.988.300;5.432.821.044.921.870;2025-04-25T14:31:50Z
552;1;-22.713.308.958.336.700;-47.628.520.913.422.100;5.447.242.431.640.620;2025-04-25T14:31:55Z
553;1;-22.713.448.936.119.600;-47.628.477.662.801.700;54.424.365.234.375;2025-04-25T14:32:00Z
554;1;-22.713.465.197.011.800;-47.628.634.991.124.200;5.437.628.173.828.120;2025-04-25T14:32:05Z
555;1;-22.713.320.944.458.200;-47.628.594.506.531.900;5.437.628.173.828.120;2025-04-25T14:32:10Z
556;1;-22.713.388.837.873.900;-47.628.457.797.691.200;545.204.833.984.375;2025-04-25T14:32:15Z
557;1;-22.713.496.461.510.600;-47.628.569.277.003.400;5.447.242.431.640.620;2025-04-25T14:32:20Z
558;1;-22.713.366.206.735.300;-47.628.648.737.445.400;5.447.242.431.640.620;2025-04-25T14:32:25Z
559;1;-22.713.328.655.809.100;-47.628.492.917.865.500;545.204.833.984.375;2025-04-25T14:32:30Z
560;1;-22.713.474.836.200.400;-47.628.504.317.253.800;545.204.833.984.375;2025-04-25T14:32:35Z
561;1;-22.713.434.435.427.100;-47.628.655.526.787.000;5.447.242.431.640.620;2025-04-25T14:32:40Z
562;1;-22.713.306.862.860.900;-47.628.567.097.708.500;5.447.242.431.640.620;2025-04-25T14:32:45Z
563;1;-22.713.413.229.212.100;-47.628.458.132.967.300;5.447.242.431.640.620;2025-04-25T14:32:50Z
564;1;-22.713.483.301.922.600;-47.628.607.163.205.700;5.447.242.431.640.620;2025-04-25T14:32:55Z
565;1;-22.713.336.367.160.000;-47.628.626.860.678.100;545.204.833.984.375;2025-04-25T14:33:00Z
566;1;-2.271.335.237.659.510;-4.762.846.383.266.150;545.204.833.984.375;2025-04-25T14:33:05Z
567;1;-22.713.489.336.892.900;-47.628.527.032.211.400;545.204.833.984.375;2025-04-25T14:33:10Z
568;1;-22.713.397.638.872.200;-47.628.651.754.930.600;545.204.833.984.375;2025-04-25T14:33:15Z
569;1;-22.713.307.198.137.000;-47.628.520.494.326.900;545.204.833.984.375;2025-04-25T14:33:20Z
570;1;-22.713.445.499.539.300;-47.628.466.933.965.600;545.204.833.984.375;2025-04-25T14:33:25Z
571;1;-22.713.463.772.088.200;-47.628.624.262.288.200;545.204.833.984.375;2025-04-25T14:33:30Z
572;1;-2.271.331.868.134.430;-47.628.591.740.503.900;545.685.546.875;2025-04-25T14:33:35Z
573;1;-22.713.383.557.274.900;-47.628.450.589.254.400;545.685.546.875;2025-04-25T14:33:40Z
574;1;-22.713.495.790.958.400;-47.628.562.739.118.900;545.685.546.875;2025-04-25T14:33:45Z
575;1;-22.713.369.391.858.500;-47.628.647.480.159.900;545.204.833.984.375;2025-04-25T14:33:50Z
576;1;-22.713.317.172.601.800;-47.628.491.576.761.000;545.204.833.984.375;2025-04-25T14:33:55Z
577;1;-22.713.465.113.192.700;-47.628.497.024.998.000;545.204.833.984.375;2025-04-25T14:34:00Z
578;1;-22.713.425.885.885.900;-47.628.655.862.063.100;5.447.242.431.640.620;2025-04-25T14:34:05Z
579;1;-22.713.300.492.614.500;-47.628.562.320.023.700;545.204.833.984.375;2025-04-25T14:34:10Z
580;1;-22.713.408.200.070.200;-47.628.452.181.816.100;545.204.833.984.375;2025-04-25T14:34:15Z
581;1;-22.713.487.073.779.100;-47.628.598.026.931.200;5.447.242.431.640.620;2025-04-25T14:34:20Z
582;1;-22.713.343.407.958.700;-47.628.626.609.221.100;545.204.833.984.375;2025-04-25T14:34:25Z
583;1;-22.713.346.676.900.900;-47.628.471.376.374.300;545.685.546.875;2025-04-25T14:34:30Z
584;1;-2.271.349.361.166.350;-47.628.531.390.801.000;545.204.833.984.375;2025-04-25T14:34:35Z
585;1;-22.713.397.303.596.100;-47.628.663.824.871.100;545.685.546.875;2025-04-25T14:34:40Z
586;1;-22.713.302.588.090.300;-47.628.537.341.952.300;545.685.546.875;2025-04-25T14:34:45Z
587;1;-22.713.440.554.216.500;-47.628.477.495.163.600;546.166.259.765.625;2025-04-25T14:34:50Z
588;1;-22.713.463.772.088.200;-47.628.633.482.381.700;5.466.468.505.859.370;2025-04-25T14:34:55Z
589;1;-22.713.318.010.792.100;-47.628.603.558.987.300;5.466.468.505.859.370;2025-04-25T14:35:00Z
590;1;-22.713.383.473.455.900;-47.628.453.690.558.600;54.712.744.140.625;2025-04-25T14:35:05Z
591;1;-22.713.498.473.167.400;-47.628.564.164.042.400;54.712.744.140.625;2025-04-25T14:35:10Z
592;1;-22.713.368.888.944.300;-47.628.653.766.587.300;5.466.468.505.859.370;2025-04-25T14:35:15Z
593;1;-22.713.315.663.859.200;-47.628.509.514.033.700;54.712.744.140.625;2025-04-25T14:35:20Z
594;1;-22.713.466.621.935.300;-47.628.506.664.186.700;54.712.744.140.625;2025-04-25T14:35:25Z
595;1;-22.713.434.435.427.100;-476.286.646.630.615;5.466.468.505.859.370;2025-04-25T14:35:30Z
596;1;-22.713.302.168.995.100;-47.628.581.430.763.000;54.712.744.140.625;2025-04-25T14:35:35Z
597;1;-22.713.410.379.365.000;-47.628.468.610.346.300;5.466.468.505.859.370;2025-04-25T14:35:40Z
598;1;-22.713.488.582.521.600;-47.628.611.940.890.500;546.166.259.765.625;2025-04-25T14:35:45Z
599;1;-22.713.342.653.587.400;-47.628.640.439.361.300;546.166.259.765.625;2025-04-25T14:35:50Z
600;1;-22.713.350.281.119.300;-47.628.475.734.964.000;5.466.468.505.859.370;2025-04-25T14:35:55Z
601;1;-22.713.493.192.568.400;-47.628.534.156.829.100;545.685.546.875;2025-04-25T14:36:00Z
602;1;-22.713.405.769.318.300;-47.628.665.836.527.900;545.685.546.875;2025-04-25T14:36:05Z
603;1;-22.713.307.365.775.100;-47.628.538.263.961.600;546.166.259.765.625;2025-04-25T14:36:10Z
604;1;-22.713.443.906.977.700;-47.628.482.608.124.600;546.166.259.765.625;2025-04-25T14:36:15Z
605;1;-2.271.346.234.716.470;-47.628.644.043.579.600;546.166.259.765.625;2025-04-25T14:36:20Z
606;1;-22.713.311.724.364.700;-47.628.617.389.127.600;545.685.546.875;2025-04-25T14:36:25Z
607;1;-22.713.369.056.582.400;-47.628.460.060.805.000;546.166.259.765.625;2025-04-25T14:36:30Z
608;1;-22.713.491.264.730.600;-47.628.563.074.395.000;546.166.259.765.625;2025-04-25T14:36:35Z
609;1;-22.713.369.056.582.400;-4.762.864.806.689.320;546.166.259.765.625;2025-04-25T14:36:40Z
610;1;-22.713.318.848.982.400;-47.628.497.024.998.000;546.166.259.765.625;2025-04-25T14:36:45Z
611;1;-22.713.469.471.782.400;-4.762.849.266.640.840;546.166.259.765.625;2025-04-25T14:36:50Z
612;1;-22.713.445.667.177.400;-47.628.647.312.521.900;545.685.546.875;2025-04-25T14:36:55Z
613;1;-22.713.304.935.023.100;-47.628.566.762.432.400;546.166.259.765.625;2025-04-25T14:37:00Z
614;1;-22.713.405.769.318.300;-47.628.457.630.053.100;5.466.468.505.859.370;2025-04-25T14:37:05Z
615;1;-22.713.480.284.437.500;-47.628.598.613.664.500;54.712.744.140.625;2025-04-25T14:37:10Z
616;1;-22.713.334.523.141.300;-47.628.634.572.029.100;54.712.744.140.625;2025-04-25T14:37:15Z
617;1;-22.713.340.055.197.400;-47.628.472.801.297.900;5.480.888.671.875;2025-04-25T14:37:20Z
618;1;-22.713.490.761.816.500;-47.628.524.098.545.300;547.608.154.296.875;2025-04-25T14:37:25Z
619;1;-22.713.408.954.441.500;-47.628.659.717.738.600;547.608.154.296.875;2025-04-25T14:37:30Z
620;1;-22.713.302.336.633.200;-47.628.536.419.942.900;54.712.744.140.625;2025-04-25T14:37:35Z
621;1;-22.713.436.027.988.700;-47.628.467.604.517.900;54.712.744.140.625;2025-04-25T14:37:40Z
622;1;-22.713.464.694.097.600;-47.628.627.950.325.600;54.712.744.140.625;2025-04-25T14:37:45Z
623;1;-22.713.316.669.687.600;-47.628.612.779.080.800;54.712.744.140.625;2025-04-25T14:37:50Z
624;1;-22.713.368.386.030.100;-47.628.458.216.786.300;547.608.154.296.875;2025-04-25T14:37:55Z
625;1;-22.713.490.258.902.300;-47.628.562.403.842.800;547.608.154.296.875;2025-04-25T14:38:00Z
626;1;-22.713.367.380.201.800;-47.628.656.616.434.400;54.712.744.140.625;2025-04-25T14:38:05Z
627;1;-22.713.311.305.269.500;-47.628.506.161.272.500;547.608.154.296.875;2025-04-25T14:38:10Z
628;1;-22.713.462.179.526.600;-47.628.486.212.342.900;5.480.888.671.875;2025-04-25T14:38:15Z
629;1;-22.713.441.560.044.800;-47.628.640.187.904.200;547.608.154.296.875;2025-04-25T14:38:20Z
630;1;-22.713.308.539.241.500;-47.628.561.481.833.400;54.712.744.140.625;2025-04-25T14:38:25Z
631;1;-22.713.411.217.555.400;-47.628.448.996.692.800;54.712.744.140.625;2025-04-25T14:38:30Z
632;1;-2.271.348.824.724.550;-47.628.594.171.255.800;547.608.154.296.875;2025-04-25T14:38:35Z
633;1;-22.713.345.251.977.400;-47.628.640.020.266.100;547.608.154.296.875;2025-04-25T14:38:40Z
634;1;-22.713.341.731.578.100;-47.628.478.249.534.900;5.480.888.671.875;2025-04-25T14:38:45Z
635;1;-22.713.487.157.598.100;-47.628.523.427.993.000;5.480.888.671.875;2025-04-25T14:38:50Z
636;1;-22.713.406.607.508.600;-47.628.655.610.606.000;5.480.888.671.875;2025-04-25T14:38:55Z
637;1;-22.713.300.324.976.400;-47.628.529.546.782.300;5.480.888.671.875;2025-04-25T14:39:00Z
638;1;-22.713.439.045.473.900;-476.284.643.355.757;5.480.888.671.875;2025-04-25T14:39:05Z
639;1;-22.713.472.992.181.700;-47.628.630.129.620.400;5.480.888.671.875;2025-04-25T14:39:10Z
640;1;-22.713.322.537.019.800;-47.628.614.036.366.300;5.485.693.359.375;2025-04-25T14:39:15Z
641;1;-22.713.371.990.248.500;-47.628.457.797.691.200;5.480.888.671.875;2025-04-25T14:39:20Z
642;1;-227.134.960.424.155;-47.628.563.158.214.000;5.480.888.671.875;2025-04-25T14:39:25Z
643;1;-22.713.377.606.123.600;-47.628.660.388.290.800;5.480.888.671.875;2025-04-25T14:39:30Z
644;1;-22.713.314.658.030.800;-47.628.509.597.852.800;5.480.888.671.875;2025-04-25T14:39:35Z
645;1;-22.713.466.789.573.400;-47.628.488.894.551.900;5.480.888.671.875;2025-04-25T14:39:40Z
646;1;-22.713.442.062.959.000;-4.762.865.100.055.930;547.608.154.296.875;2025-04-25T14:39:45Z
647;1;-22.713.306.443.765.700;-47.628.585.956.990.700;5.480.888.671.875;2025-04-25T14:39:50Z
648;1;-22.713.403.087.109.300;-47.628.459.725.528.900;5.480.888.671.875;2025-04-25T14:39:55Z
649;1;-2.271.349.067.799.740;-47.628.595.260.903.200;547.608.154.296.875;2025-04-25T14:40:00Z
650;1;-22.713.349.275.290.900;-47.628.648.988.902.500;54.712.744.140.625;2025-04-25T14:40:05Z
651;1;-22.713.342.653.587.400;-47.628.482.105.210.400;547.608.154.296.875;2025-04-25T14:40:10Z
652;1;-22.713.489.755.988.100;-47.628.520.829.603.000;547.608.154.296.875;2025-04-25T14:40:15Z
653;1;-22.713.420.102.372.700;-47.628.663.908.690.200;547.608.154.296.875;2025-04-25T14:40:20Z
654;1;-22.713.312.562.555.000;-47.628.545.388.579.300;547.608.154.296.875;2025-04-25T14:40:25Z
655;1;-22.713.445.164.263.200;-47.628.472.549.840.800;5.480.888.671.875;2025-04-25T14:40:30Z
656;1;-22.713.485.565.036.500;-47.628.628.117.963.600;5.480.888.671.875;2025-04-25T14:40:35Z
657;1;-22.713.329.577.818.500;-47.628.610.264.509.900;5.485.693.359.375;2025-04-25T14:40:40Z
658;1;-22.713.370.900.601.100;-47.628.462.240.099.900;5.485.693.359.375;2025-04-25T14:40:45Z
659;1;-22.713.490.845.635.500;-47.628.554.105.758.600;5.485.693.359.375;2025-04-25T14:40:50Z
660;1;-22.713.378.863.409.100;-47.628.658.041.357.900;549.050.048.828.125;2025-04-25T14:40:55Z
661;1;-22.713.316.585.868.500;-47.628.508.005.291.200;5.485.693.359.375;2025-04-25T14:41:00Z
662;1;-22.713.466.454.297.300;-47.628.485.457.971.600;549.050.048.828.125;2025-04-25T14:41:05Z
663;1;-22.713.447.427.377.100;-47.628.640.606.999.300;549.050.048.828.125;2025-04-25T14:41:10Z
664;1;-22.713.307.701.051.200;-47.628.575.228.154.600;5.485.693.359.375;2025-04-25T14:41:15Z
665;1;-22.713.401.662.185.700;-47.628.456.708.043.800;5.485.693.359.375;2025-04-25T14:41:20Z
666;1;-22.713.490.594.178.400;-47.628.587.214.276.100;5.485.693.359.375;2025-04-25T14:41:25Z
667;1;-22.713.347.179.815.100;-47.628.643.456.846.400;5.485.693.359.375;2025-04-25T14:41:30Z
668;1;-22.713.338.797.912.000;-47.628.479.087.725.200;5.485.693.359.375;2025-04-25T14:41:35Z
669;1;-2.271.348.724.141.710;-47.628.515.297.546.900;5.480.888.671.875;2025-04-25T14:41:40Z
670;1;-22.713.417.839.258.900;-47.628.661.142.662.100;5.480.888.671.875;2025-04-25T14:41:45Z
671;1;-22.713.311.472.907.600;-47.628.543.293.103.500;5.480.888.671.875;2025-04-25T14:41:50Z
672;1;-22.713.438.291.102.600;-47.628.468.358.889.200;5.480.888.671.875;2025-04-25T14:41:55Z
673;1;-22.713.474.836.200.400;-4.762.862.560.339.270;5.485.693.359.375;2025-04-25T14:42:00Z
674;1;-22.713.322.034.105.600;-47.628.618.311.136.900;5.480.888.671.875;2025-04-25T14:42:05Z
675;1;-22.713.363.440.707.300;-47.628.460.396.081.200;5.485.693.359.375;2025-04-25T14:42:10Z
676;1;-22.713.490.258.902.300;-47.628.554.357.215.700;5.480.888.671.875;2025-04-25T14:42:15Z
677;1;-22.713.375.175.371.700;-47.628.649.407.997.700;5.480.888.671.875;2025-04-25T14:42:20Z
678;1;-22.713.308.120.146.300;-47.628.505.071.625.100;547.608.154.296.875;2025-04-25T14:42:25Z
679;1;-22.713.454.468.175.700;-47.628.483.194.857.800;5.480.888.671.875;2025-04-25T14:42:30Z
680;1;-22.713.443.739.339.700;-47.628.640.187.904.200;5.480.888.671.875;2025-04-25T14:42:35Z
681;1;-22.713.305.521.756.400;-47.628.582.436.591.300;5.480.888.671.875;2025-04-25T14:42:40Z
682;1;-22.713.395.543.396.400;-47.628.451.092.168.600;5.480.888.671.875;2025-04-25T14:42:45Z
683;1;-22.713.490.761.816.500;-4.762.858.260.422.940;5.480.888.671.875;2025-04-25T14:42:50Z
684;1;-22.713.348.772.376.700;-47.628.634.488.210.000;5.480.888.671.875;2025-04-25T14:42:55Z
685;1;-22.713.333.684.951.000;-47.628.473.471.850.100;547.608.154.296.875;2025-04-25T14:43:00Z
686;1;-2.271.348.288.282.750;-47.628.511.525.690.500;547.608.154.296.875;2025-04-25T14:43:05Z
687;1;-22.713.421.694.934.300;-47.628.651.168.197.300;547.608.154.296.875;2025-04-25T14:43:10Z
688;1;-22.713.306.695.222.800;-47.628.543.125.465.500;5.480.888.671.875;2025-04-25T14:43:15Z
689;1;-22.713.431.501.761.000;-47.628.455.702.215.400;5.480.888.671.875;2025-04-25T14:43:20Z
690;1;-22.713.479.278.609.100;-47.628.618.814.051.100;547.608.154.296.875;2025-04-25T14:43:25Z
691;1;-2.271.332.404.576.240;-47.628.611.605.614.400;54.712.744.140.625;2025-04-25T14:43:30Z
692;1;-22.713.364.781.811.800;-47.628.457.965.329.200;547.608.154.296.875;2025-04-25T14:43:35Z
693;1;-22.713.492.102.921.000;-4.762.853.717.431.420;5.480.888.671.875;2025-04-25T14:43:40Z
694;1;-22.713.385.401.293.600;-47.628.647.396.340.900;5.480.888.671.875;2025-04-25T14:43:45Z
695;1;-22.713.311.053.812.500;-47.628.508.424.386.300;5.480.888.671.875;2025-04-25T14:43:50Z
696;1;-22.713.459.664.955.700;-47.628.476.656.973.300;5.480.888.671.875;2025-04-25T14:43:55Z
697;1;-22.713.452.037.423.800;-47.628.637.254.238.100;5.480.888.671.875;2025-04-25T14:44:00Z
698;1;-22.713.307.114.318.000;-47.628.583.693.876.800;5.480.888.671.875;2025-04-25T14:44:05Z
699;1;-22.713.394.621.387.100;-4.762.845.603.749.150;547.608.154.296.875;2025-04-25T14:44:10Z
700;1;-22.713.495.455.682.200;-47.628.581.514.582.000;547.608.154.296.875;2025-04-25T14:44:15Z
701;1;-22.713.358.579.203.400;-47.628.641.361.370.600;54.712.744.140.625;2025-04-25T14:44:20Z
702;1;-22.713.335.361.331.700;-47.628.483.278.676.800;547.608.154.296.875;2025-04-25T14:44:25Z
703;1;-22.713.480.619.713.600;-47.628.506.999.462.800;5.480.888.671.875;2025-04-25T14:44:30Z
704;1;-22.713.424.125.686.200;-47.628.655.107.691.800;5.480.888.671.875;2025-04-25T14:44:35Z
705;1;-22.713.313.065.469.200;-47.628.543.879.836.700;5.480.888.671.875;2025-04-25T14:44:40Z
706;1;-22.713.436.111.807.800;-47.628.461.150.452.400;5.480.888.671.875;2025-04-25T14:44:45Z
707;1;-22.713.495.120.406.100;-47.628.614.287.823.400;5.480.888.671.875;2025-04-25T14:44:50Z
708;1;-22.713.344.497.606.100;-47.628.621.244.803.000;547.608.154.296.875;2025-04-25T14:44:55Z
709;1;-22.713.369.727.134.700;-47.628.462.323.918.900;54.712.744.140.625;2025-04-25T14:45:00Z
710;1;-22.713.503.334.671.200;-47.628.542.957.827.400;54.712.744.140.625;2025-04-25T14:45:05Z
711;1;-22.713.399.650.529.000;-47.628.653.682.768.300;54.712.744.140.625;2025-04-25T14:45:10Z
712;1;-227.133.216.150.105;-476.285.161.357.373;547.608.154.296.875;2025-04-25T14:45:15Z
713;1;-22.713.463.101.536.000;-47.628.482.524.305.500;54.712.744.140.625;2025-04-25T14:45:20Z
714;1;-22.713.463.688.269.200;-47.628.637.002.781.000;547.608.154.296.875;2025-04-25T14:45:25Z
715;1;-22.713.311.724.364.700;-4.762.858.746.573.320;5.480.888.671.875;2025-04-25T14:45:30Z
716;1;-22.713.393.364.101.600;-47.628.454.361.110.900;5.480.888.671.875;2025-04-25T14:45:35Z
717;1;-22.713.495.455.682.200;-47.628.580.005.839.400;5.480.888.671.875;2025-04-25T14:45:40Z
718;1;-22.713.357.489.556.000;-47.628.654.018.044.400;5.480.888.671.875;2025-04-25T14:45:45Z
719;1;-22.713.332.511.484.600;-47.628.485.290.333.600;547.608.154.296.875;2025-04-25T14:45:50Z
720;1;-22.713.490.007.445.200;-47.628.511.525.690.500;547.608.154.296.875;2025-04-25T14:45:55Z
721;1;-22.713.429.909.199.400;-47.628.661.058.843.100;54.712.744.140.625;2025-04-25T14:46:00Z
722;1;-22.713.308.539.241.500;-47.628.550.585.359.300;54.712.744.140.625;2025-04-25T14:46:05Z
723;1;-22.713.429.490.104.300;-47.628.464.251.756.600;54.712.744.140.625;2025-04-25T14:46:10Z
724;1;-22.713.483.972.474.900;-47.628.613.784.909.200;547.608.154.296.875;2025-04-25T14:46:15Z
725;1;-22.713.337.624.445.500;-4.762.861.873.023.210;5.480.888.671.875;2025-04-25T14:46:20Z
726;1;-22.713.365.033.268.900;-47.628.459.809.347.900;5.480.888.671.875;2025-04-25T14:46:25Z
727;1;-22.713.500.233.367.000;-476.285.385.992.378;5.480.888.671.875;2025-04-25T14:46:30Z
728;1;-22.713.398.979.976.700;-47.628.657.203.167.600;549.050.048.828.125;2025-04-25T14:46:35Z
729;1;-22.713.315.580.040.200;-47.628.512.782.976.000;5.480.888.671.875;2025-04-25T14:46:40Z
730;1;-22.713.463.017.717.000;-47.628.476.992.249.400;549.050.048.828.125;2025-04-25T14:46:45Z
731;1;-22.713.464.694.097.600;-47.628.632.979.467.500;54.953.076.171.875;2025-04-25T14:46:50Z
732;1;-2.271.331.524.476.400;-47.628.585.286.438.400;54.953.076.171.875;2025-04-25T14:46:55Z
733;1;-22.713.392.274.454.200;-47.628.453.858.196.700;54.953.076.171.875;2025-04-25T14:47:00Z
734;1;-2.271.349.118.091.160;-47.628.575.647.249.800;54.953.076.171.875;2025-04-25T14:47:05Z
735;1;-22.713.360.590.860.200;-47.628.651.252.016.400;54.953.076.171.875;2025-04-25T14:47:10Z
736;1;-22.713.328.655.809.100;-47.628.487.385.809.400;54.953.076.171.875;2025-04-25T14:47:15Z
737;1;-22.713.479.027.152.000;-47.628.512.531.518.900;549.050.048.828.125;2025-04-25T14:47:20Z
738;1;-22.713.429.741.561.400;-47.628.662.819.042.800;549.050.048.828.125;2025-04-25T14:47:25Z
739;1;-22.713.306.108.489.600;-47.628.561.314.195.300;5.485.693.359.375;2025-04-25T14:47:30Z
740;1;-22.713.425.131.514.600;-4.762.845.897.115.760;5.485.693.359.375;2025-04-25T14:47:35Z
741;1;-22.713.490.426.540.300;-47.628.605.403.006.000;549.050.048.828.125;2025-04-25T14:47:40Z
742;1;-22.713.335.109.874.600;-47.628.622.082.993.300;549.050.048.828.125;2025-04-25T14:47:45Z
743;1;-22.713.361.512.869.500;-47.628.459.725.528.900;5.485.693.359.375;2025-04-25T14:47:50Z
744;1;-22.713.495.707.139.300;-47.628.534.743.562.300;549.050.048.828.125;2025-04-25T14:47:55Z
745;1;-22.713.398.477.062.500;-47.628.652.760.758.900;549.050.048.828.125;2025-04-25T14:48:00Z
746;1;-22.713.316.082.954.400;-47.628.517.309.203.700;549.050.048.828.125;2025-04-25T14:48:05Z
747;1;-22.713.455.725.461.200;-47.628.471.376.374.300;5.485.693.359.375;2025-04-25T14:48:10Z
748;1;-22.713.463.017.717.000;-47.628.633.566.200.700;549.050.048.828.125;2025-04-25T14:48:15Z
749;1;-22.713.318.094.611.100;-4.762.859.333.306.550;5.485.693.359.375;2025-04-25T14:48:20Z
750;1;-22.713.388.670.235.800;-47.628.459.222.614.700;5.480.888.671.875;2025-04-25T14:48:25Z
751;1;-22.713.499.059.900.600;-47.628.580.005.839.400;5.480.888.671.875;2025-04-25T14:48:30Z
752;1;-22.713.377.857.580.700;-47.628.652.174.025.700;5.480.888.671.875;2025-04-25T14:48:35Z
